Field,RowId,Schedule Name,Asset Route Flag,Asset Number,Asset Description,Asset Group,Asset Group Description,Activity,Activity Department,SCE
G1,1847,SCE-PM-WPP-FUEL GAS DISTRIBUTION LIT5411 TRANSMITT,N,WPP-LIT5411,WPP-LEVEL INDICATING TRANSMITTER V5410,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,SCE
G1,1848,SCE-PM-WPP-J0001 WHP CTRL PANEL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-J0001-01,SCE-WPP-ROUTE OF J0001 WELLHEAD CONTROL PANEL SYSTEM -PRESSURE TRANSMITTER(PIT),IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1849,SCE-PM-WPP-LAUNCH AND OUT PIPE PIT4110 TRANSMITTER,N,WPP-PIT4110,WPP-PRESSURE INDICATOR TRANSMITTER - EXPORT PIPELINE,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,SCE
G1,1850,SCE-PM-WPP-MY0110 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0110-01,SCE-WPP-ROUTE OF MY0110 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1851,SCE-PM-WPP-MY0120 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0120-01,SCE-WPP-ROUTE OF MY0120 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1852,SCE-PM-WPP-MY0130 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0130-01,SCE-WPP-ROUTE OF MY0130 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1853,SCE-PM-WPP-MY0140 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0140-01,SCE-WPP-ROUTE OF MY0140 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1854,SCE-PM-WPP-MY0150 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0150-01,SCE-WPP-ROUTE OF MY0150 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1855,SCE-PM-WPP-MY0160 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0160-01,SCE-WPP-ROUTE OF MY0160 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1856,SCE-PM-WPP-MY0170 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0170-01,SCE-WPP-ROUTE OF MY0170 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1857,SCE-PM-WPP-MY0180 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0180-01,SCE-WPP-ROUTE OF MY0180 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1858,SCE-PM-WPP-MY0190 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0190-01,SCE-WPP-ROUTE OF MY0190 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1859,SCE-PM-WPP-MY0200 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0200-01,SCE-WPP-ROUTE OF MY0200 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1860,SCE-PM-WPP-MY0210 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0210-01,SCE-WPP-ROUTE OF MY0210 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1861,SCE-PM-WPP-MY0220 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0220-01,SCE-WPP-ROUTE OF MY0220 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1862,SCE-PM-WPP-MY0230 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0230-01,SCE-WPP-ROUTE OF MY0230 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1863,SCE-PM-WPP-MY0240 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0240-01,SCE-WPP-ROUTE OF MY0240 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1864,SCE-PM-WPP-MY0250 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0250-01,SCE-WPP-ROUTE OF MY0250 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1865,SCE-PM-WPP-MY0260 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0260-01,SCE-WPP-ROUTE OF MY0260 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1866,SCE-PM-WPP-MY0270 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0270-01,SCE-WPP-ROUTE OF MY0270 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1867,SCE-PM-WPP-MY0280 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0280-01,SCE-WPP-ROUTE OF MY0280 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1868,SCE-PM-WPP-MY0290 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0290-01,SCE-WPP-ROUTE OF MY0290 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1869,SCE-PM-WPP-MY0300 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0300-01,SCE-WPP-ROUTE OF MY0300 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1870,SCE-PM-WPP-MY0310 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0310-01,SCE-WPP-ROUTE OF MY0310 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1871,SCE-PM-WPP-MY0320 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0320-01,SCE-WPP-ROUTE OF MY0320 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1872,SCE-PM-WPP-MY0330 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0330-01,SCE-WPP-ROUTE OF MY0330 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1873,SCE-PM-WPP-MY0340 ESP WELL PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY0340-01,SCE-WPP-ROUTE OF MY0340 ESP WELL SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1874,SCE-PM-WPP-MY1200 INLET MANIFOLDS PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-MY1200-01,SCE-WPP-ROUTE OF MY1200 INLET MANIFOLDS SYSTEM -PRESSURE TRANSMITTER(PIT),IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1875,SCE-PM-WPP-P4310 CRUDE EXPORT PUMP PIT TRANSMITTER,Y,WPP-ROUTE-ITPM-P4310-01,SCE-WPP-ROUTE OF P4310 CRUDE EXPORT PUMP SYSTEM -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1876,SCE-PM-WPP-V1110 PROD SEP PIT LIT TRANSMITTER,Y,WPP-ROUTE-ITPM-V1110-01,"SCE-WPP-ROUTE OF V1110 PRODUCTION SEPARATOR SYSTEM -PRESSURE(PIT), LEVEL(LIT) TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1877,SCE-PM-WPP-V1120 PROD SEP PIT LIT TRANSMITTER,Y,WPP-ROUTE-ITPM-V1120-01,"SCE-WPP-ROUTE OF V1120 PRODUCTION SEPARATOR SYSTEM -PRESSURE(PIT), LEVEL(LIT) TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1878,SCE-PM-WPP-V1210 TEST SEP PIT LIT TRANSMITTER,Y,WPP-ROUTE-ITPM-V1210-01,"SCE-WPP-ROUTE OF V1210 TEST SEPARATOR SYSTEM -PRESSURE(PIT), LEVEL(LIT) TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1879,SCE-PM-WPP-V5110 FLARE KO DRUM LIT TRANSMITTER,Y,WPP-ROUTE-ITPM-V5110-01,SCE-WPP-ROUTE OF V5110 FLARE KO DRUM SYSTEM -LEVEL(LIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1880,SCE-PM-WPP-V5210 CLOSED DRAIN PIT LIT TRANSMITTER,Y,WPP-ROUTE-ITPM-V5210-01,"SCE-WPP-ROUTE OF V5210 CLOSED DRAIN SYSTEM -LEVEL(LIT), PRESSURE(PIT) TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
G1,1881,SCE-PM-WPP-FM200 CO2 EXTINGUISHER SYSTEM,Y,WPP-ROUTE-FGBM-FM200,"SCE-WPP-ROUTE OF FM200 EXTINGUISHER SYSTEM (FM200, HORN, BEACON, PB)",FGBM,FIRE AND GAS DETECTORS - FIRE DETECTION- MANUAL PUSHBUTTON,FGSY-Y01-01,E&I,
G1,1882,HIGH-IN-WPP-PLE INSPECTION AND COLOR CODING,N,WPP,WPP-PLATFORM,BSST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-01,AIM,NON SCE
G1,1883,HIGH-IN-WPP-PLE INSPECTION AND COLOR CODING,N,WPP,WPP-PLATFORM,BSST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-02,AIM,NON SCE
G1,1884,HIGH-IN-WPP-PLE INSPECTION AND COLOR CODING,N,WPP,WPP-PLATFORM,BSST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-03,AIM,NON SCE
G1,1885,HIGH-IN-WPP-PLE INSPECTION AND COLOR CODING,N,WPP,WPP-PLATFORM,BSST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-04,AIM,NON SCE
G1,1886,SCE-PM-WPP-MY5120 FLARE INGNITION SYSTEM,Y,WPP-ROUTE-PIFA-MY5120,SCE-WPP-ROUTE OF MY5120 FLARE IGNITION PACKAGE SYSTEM,PIFA,PIPING -  FLAME ARRESTORS AND VENTS,FLVE-Y01-01,E&I,
G1,1887,SCE-PM-WPP-MY5120 FLARE INGNITION SYSTEM,Y,WPP-ROUTE-PIFA-MY5120,SCE-WPP-ROUTE OF MY5120 FLARE IGNITION PACKAGE SYSTEM,PIFA,PIPING -  FLAME ARRESTORS AND VENTS,FLVE-M04-01,E&I,
G1,1888,HIGH-IN-MN-FSO PLE INSPECTION AND COLOR CODING,N,FSO,MN-FSO,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-01,AIM,
G1,1889,HIGH-IN-MN-FSO PLE INSPECTION AND COLOR CODING,N,FSO,MN-FSO,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-02,AIM,
G1,1890,HIGH-IN-MN-FSO PLE INSPECTION AND COLOR CODING,N,FSO,MN-FSO,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-03,AIM,
G1,1891,HIGH-IN-MN-FSO PLE INSPECTION AND COLOR CODING,N,FSO,MN-FSO,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",AIMC-M06-04,AIM,
G1,1892,MED-IN-WPP-SEAWATER COARSE FILTER C W5710C,N,WPP-W5710C,WPP-SEAWATER COARSE FILTER C,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,AIMV-Y10-01,AIM,NON SCE
G1,1893,MED-IN-WPP-SEAWATER COARSE FILTER C W5710C,N,WPP-W5710C,WPP-SEAWATER COARSE FILTER C,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-Y01-02,MECH,NON SCE
G1,1894,MED-IN-WPP-SEAWATER COARSE FILTER C W5710C,N,WPP-W5710C,WPP-SEAWATER COARSE FILTER C,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-M06-02,MECH,NON SCE
G1,1895,SCE-PM-WPP-HSSE SAFETY EQUIPMENT,N,WPP-SAFE-001,WPP-HSSE SAFETY EQUIPMENT,SSLB,"SAFETY-LIFE SAVING, SURVIVAL - LIFE BUOY (RING,JIM)","HSSE-M01-01	",HSE,
G1,1896,SCE-PM-WPP-HSSE SAFETY EQUIPMENT,N,WPP-SAFE-001,WPP-HSSE SAFETY EQUIPMENT,SSLB,"SAFETY-LIFE SAVING, SURVIVAL - LIFE BUOY (RING,JIM)",HSSE-M06-01,HSE,
G1,1897,SCE-PM-WPP-HSSE SAFETY EQUIPMENT,N,WPP-SAFE-001,WPP-HSSE SAFETY EQUIPMENT,SSLB,"SAFETY-LIFE SAVING, SURVIVAL - LIFE BUOY (RING,JIM)",HSSE-Y01-01,HSE,
G1,1898,SCE-PM-WPP-HSSE SAFETY EQUIPMENT,N,WPP-SAFE-001,WPP-HSSE SAFETY EQUIPMENT,SSLB,"SAFETY-LIFE SAVING, SURVIVAL - LIFE BUOY (RING,JIM)",HSSE-Y05-01,HSE,
G1,1899,SCE-PM-WPP-ADS7310 SMOKE DETECTOR (VESDA),N,WPP-ADS7301,WPP-ASPIRATED SMOKE DETECTOR,FGBS,FIRE AND GAS DETECTORS-FIRE DETECTION- SMOKE/COMBUSTION,FGBS-M06-05,E&I,SCE
G1,1900,PM-WPP-E&I-ABB MV SWITCHGEAR ES6610,N,WPP-ES6610,WPP-ELECTRICAL FEEDER,EESG,AUXILIARY ELECTRICAL  EQUIPMENT-SWITCHGEAR,EESG-M06-02,E&I,NON SCE
G1,1901,SCE-PM-WPP-ELECTROCH ORINATION PIT5741 TRANSMITTER,N,WPP-PIT5741,WPP-PRESSURE INDICATING TRANSMITTER MY5740,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,NON SCE
G1,1902,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321A,N,WPP-P5321A,WPP-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-03,E&I,
G1,1903,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321A,N,WPP-P5321A,WPP-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-03,E&I,
G1,1904,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321A,N,WPP-P5321A,WPP-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-03,E&I,
G1,1905,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321B,N,WPP-P5321B,WPP-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-03,E&I,
G1,1906,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321B,N,WPP-P5321B,WPP-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-03,E&I,
G1,1907,PM-WPP-E&I SCALE INHIBITOR INJECTION PUMP P5321B,N,WPP-P5321B,WPP-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-03,E&I,
G1,1908,MED-IN-WPP-SEAWATER COARSE FILTER A W5710A,N,WPP-W5710A,WPP-SEAWATER COARSE FILTER A,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,AIMV-Y10-01,AIM,NON SCE
G1,1909,MED-IN-WPP-SEAWATER COARSE FILTER A W5710A,N,WPP-W5710A,WPP-SEAWATER COARSE FILTER A,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-M06-02,MECH,NON SCE
G1,1910,MED-IN-WPP-SEAWATER COARSE FILTER A W5710A,N,WPP-W5710A,WPP-SEAWATER COARSE FILTER A,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-Y01-02,MECH,NON SCE
G1,1911,MED-IN-WPP-SEAWATER COARSE FILTER B W5710B,N,WPP-W5710B,WPP-SEAWATER COARSE FILTER B,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,AIMV-Y10-01,AIM,NON SCE
G1,1912,MED-IN-WPP-SEAWATER COARSE FILTER B W5710B,N,WPP-W5710B,WPP-SEAWATER COARSE FILTER B,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-M06-02,MECH,NON SCE
G1,1913,MED-IN-WPP-SEAWATER COARSE FILTER B W5710B,N,WPP-W5710B,WPP-SEAWATER COARSE FILTER B,FSCL,Filter Strainer Separation-Clarifiers and Lamellars,FSCL-Y01-02,MECH,NON SCE
G1,1914,MED-PM-WPP ESP VSD0130 (MNA-18),N,WPP-VSD0130,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1915,MED-PM-WPP ESP VSD0130 (MNA-18),N,WPP-VSD0130,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1916,MED-PM-WPP ESP VSD0130 (MNA-18),N,WPP-VSD0130,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1917,MED-PM-WPP ESP VSD0140 (MNA-05),N,WPP-VSD0140,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1918,MED-PM-WPP ESP VSD0140 (MNA-05),N,WPP-VSD0140,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1919,MED-PM-WPP ESP VSD0140 (MNA-05),N,WPP-VSD0140,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1920,MED-PM-WPP ESP VSD0150 (MNA-23),N,WPP-VSD0150,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1921,MED-PM-WPP ESP VSD0150 (MNA-23),N,WPP-VSD0150,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1922,MED-PM-WPP ESP VSD0150 (MNA-23),N,WPP-VSD0150,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1923,MED-PM-WPP ESP VSD0170 (MNA-02),N,WPP-VSD0170,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1924,MED-PM-WPP ESP VSD0170 (MNA-02),N,WPP-VSD0170,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1925,MED-PM-WPP ESP VSD0170 (MNA-02),N,WPP-VSD0170,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1926,MED-PM-WPP ESP VSD0170 (MNA-02),N,WPP-VSD0170,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-03,E&I,NON SCE
G1,1927,MED-PM-WPP ESP VSD0130 (MNA-18),N,WPP-VSD0130,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-05,E&I,NON SCE
G1,1928,MED-PM-WPP ESP VSD0140 (MNA-05),N,WPP-VSD0140,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-04,E&I,NON SCE
G1,1929,MED-PM-WPP ESP VSD0150 (MNA-23),N,WPP-VSD0150,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-05,E&I,NON SCE
G1,1930,MED-PM-WPP ESP VSD0180 (MNA-28),N,WPP-VSD0180,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1931,MED-PM-WPP ESP VSD0180 (MNA-28),N,WPP-VSD0180,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1932,MED-PM-WPP ESP VSD0180 (MNA-28),N,WPP-VSD0180,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1933,MED-PM-WPP ESP VSD0190 (P-3430 CAN PUMP),N,WPP-VSD0190,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1934,MED-PM-WPP ESP VSD0190 (P-3430 CAN PUMP),N,WPP-VSD0190,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1935,MED-PM-WPP ESP VSD0190 (P-3430 CAN PUMP),N,WPP-VSD0190,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1936,MED-PM-WPP ESP VSD0190 (P-3430 CAN PUMP),N,WPP-VSD0190,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-05,E&I,NON SCE
G1,1937,MED-PM-WPP ESP VSD0210 (MNA-03),N,WPP-VSD0210,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1938,MED-PM-WPP ESP VSD0210 (MNA-03),N,WPP-VSD0210,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1939,MED-PM-WPP ESP VSD0210 (MNA-03),N,WPP-VSD0210,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1940,MED-PM-WPP ESP VSD0210 (MNA-03),N,WPP-VSD0210,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-04,E&I,NON SCE
G1,1941,MED-PM-WPP ESP VSD0220 (MNA-32),N,WPP-VSD0220,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1942,MED-PM-WPP ESP VSD0220 (MNA-32),N,WPP-VSD0220,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1943,MED-PM-WPP ESP VSD0220 (MNA-32),N,WPP-VSD0220,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
G1,1944,MED-PM-WPP ESP VSD0220 (MNA-32),N,WPP-VSD0220,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-03,E&I,NON SCE
G1,1945,MED-PM-WPP ESP VSD0240 (MNA-16),N,WPP-VSD0240,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-03,E&I,NON SCE
G1,1946,MED-PM-WPP ESP VSD0240 (MNA-16),N,WPP-VSD0240,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-01,E&I,NON SCE
G1,1947,MED-PM-WPP ESP VSD0240 (MNA-16),N,WPP-VSD0240,WPP-VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M04-01,E&I,NON SCE
